__time,/Target/state.0,/Target/state.1,/Target/state.10,/Target/state.11,/Target/state.2,/Target/state.3,/Target/state.4,/Target/state.5,/Target/state.6,/Target/state.7,/Target/state.8,/Target/state.9,/model_state_calcs/state.0,/model_state_calcs/state.1,/model_state_calcs/state.10,/model_state_calcs/state.11,/model_state_calcs/state.2,/model_state_calcs/state.3,/model_state_calcs/state.4,/model_state_calcs/state.5,/model_state_calcs/state.6,/model_state_calcs/state.7,/model_state_calcs/state.8,/model_state_calcs/state.9,/model_state_calcs0/state.0,/model_state_calcs0/state.1,/model_state_calcs0/state.10,/model_state_calcs0/state.11,/model_state_calcs0/state.2,/model_state_calcs0/state.3,/model_state_calcs0/state.4,/model_state_calcs0/state.5,/model_state_calcs0/state.6,/model_state_calcs0/state.7,/model_state_calcs0/state.8,/model_state_calcs0/state.9,/model_state_calcs2/state.0,/model_state_calcs2/state.1,/model_state_calcs2/state.10,/model_state_calcs2/state.11,/model_state_calcs2/state.2,/model_state_calcs2/state.3,/model_state_calcs2/state.4,/model_state_calcs2/state.5,/model_state_calcs2/state.6,/model_state_calcs2/state.7,/model_state_calcs2/state.8,/model_state_calcs2/state.9,/model_state_calcs3/state.0,/model_state_calcs3/state.1,/model_state_calcs3/state.10,/model_state_calcs3/state.11,/model_state_calcs3/state.2,/model_state_calcs3/state.3,/model_state_calcs3/state.4,/model_state_calcs3/state.5,/model_state_calcs3/state.6,/model_state_calcs3/state.7,/model_state_calcs3/state.8,/model_state_calcs3/state.9,/model_state_calcs4/state.0,/model_state_calcs4/state.1,/model_state_calcs4/state.10,/model_state_calcs4/state.11,/model_state_calcs4/state.2,/model_state_calcs4/state.3,/model_state_calcs4/state.4,/model_state_calcs4/state.5,/model_state_calcs4/state.6,/model_state_calcs4/state.7,/model_state_calcs4/state.8,/model_state_calcs4/state.9,/model_state_calcs5/state.0,/model_state_calcs5/state.1,/model_state_calcs5/state.10,/model_state_calcs5/state.11,/model_state_calcs5/state.2,/model_state_calcs5/state.3,/model_state_calcs5/state.4,/model_state_calcs5/state.5,/model_state_calcs5/state.6,/model_state_calcs5/state.7,/model_state_calcs5/state.8,/model_state_calcs5/state.9,/mpc_solution/pitch,/mpc_solution/roll,/mpc_solution/thrust,/mpc_solution/yaw_rate,/true_state/state.0,/true_state/state.1,/true_state/state.10,/true_state/state.11,/true_state/state.2,/true_state/state.3,/true_state/state.4,/true_state/state.5,/true_state/state.6,/true_state/state.7,/true_state/state.8,/true_state/state.9
1738079382.741245,-0.494796,0.028844,0.000000,0.000000,1.018350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.741349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070715,0.240846,-0.006946,-0.003635,0.123120,-0.000036,-0.000127,0.000206,0.047612,0.007245,-0.066121,-0.004714
1738079382.751108,-0.494783,0.028834,0.000000,0.000000,1.018359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.751330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070728,0.240851,0.002345,0.002531,0.123080,-0.000105,-0.000064,-0.000098,0.049454,0.008446,-0.065275,0.007748
1738079382.772429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.162171,5.801448,33203.000000,89.670570,,,,,,,,,,,,
1738079382.772459,,,,,,,,,,,,,-3.070650,0.240188,2.000000,1.565047,0.121590,0.010220,-0.031359,-0.060458,0.101254,0.055190,-0.022427,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.772475,,,,,,,,,,,,,,,,,,,,,,,,,-3.070728,0.240851,0.002345,0.002531,0.123080,-0.000105,-0.000064,-0.000098,0.049454,0.008446,-0.065275,0.007748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.772483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069427,0.236898,2.000000,2.000000,0.117142,0.059214,-0.110784,-0.116942,0.211791,0.139877,0.081581,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.772490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.065044,0.229003,-0.021453,2.000000,0.107663,0.128078,-0.234234,-0.241382,0.322107,0.161342,0.191585,1.725304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.772496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.057635,0.215962,-2.000000,2.000000,0.087229,0.123007,-0.359420,-0.545275,0.424801,0.078127,0.266116,1.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.772502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.048244,0.198697,-1.999961,2.000000,0.048564,0.019317,-0.480835,-1.000000,0.525436,-0.056506,0.309248,1.999998,,,,,,,,,,,,,,,,
1738079382.772879,-0.494751,0.028828,0.000000,0.000000,1.018330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.773064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070721,0.240855,-0.002985,-0.000457,0.123044,-0.000031,-0.000017,-0.000280,0.049111,0.007675,-0.065647,0.003369
1738079382.773395,-0.494729,0.028844,0.000000,0.000000,1.018321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.773569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070715,0.240863,-0.001562,0.000284,0.123088,0.000017,0.000033,0.000064,0.048910,0.007763,-0.065546,0.001153
1738079382.781702,-0.494742,0.028851,0.000000,0.000000,1.018333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.781895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070706,0.240856,-0.001315,-0.000249,0.123120,0.000061,-0.000018,0.000239,0.048788,0.007726,-0.065621,0.000073
1738079382.791067,-0.494781,0.028843,0.000000,0.000000,1.018359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.791264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070699,0.240869,0.001945,-0.001311,0.123113,0.000085,0.000067,0.000122,0.048526,0.008203,-0.065810,-0.001521
1738079382.801471,-0.494807,0.028847,0.000000,0.000000,1.018345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.801606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070731,0.240853,0.006723,0.003664,0.123077,-0.000132,-0.000049,-0.000130,0.048897,0.009097,-0.065046,0.001163
1738079382.824148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.207170,5.762028,33271.000000,89.735512,,,,,,,,,,,,
1738079382.824302,,,,,,,,,,,,,-3.070646,0.240196,2.000000,1.566180,0.121617,0.010524,-0.031125,-0.059226,0.100566,0.055976,-0.022166,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824312,,,,,,,,,,,,,,,,,,,,,,,,,-3.070731,0.240853,0.006723,0.003664,0.123077,-0.000132,-0.000049,-0.000130,0.048897,0.009097,-0.065046,0.001163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069395,0.236927,2.000000,2.000000,0.117245,0.059855,-0.110251,-0.114981,0.211186,0.140726,0.081823,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064967,0.229067,-0.020336,2.000000,0.107854,0.129108,-0.233972,-0.239532,0.323272,0.162212,0.191832,1.792313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.057499,0.216024,-2.000000,2.000000,0.087488,0.124412,-0.360225,-0.543825,0.427680,0.078867,0.266177,1.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.048026,0.198718,-1.682331,2.000000,0.048841,0.027628,-0.481956,-1.000000,0.528445,-0.048907,0.312685,1.999998,,,,,,,,,,,,,,,,
1738079382.824616,-0.494778,0.028841,0.000000,0.000000,1.018336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.824811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070732,0.240090,-0.142773,0.033215,0.122630,-0.000095,-0.004613,-0.002771,0.030516,-0.015483,-0.059938,-0.109473
1738079382.825088,-0.494736,0.028841,0.000000,0.000000,1.018321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.825274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.071217,0.240444,0.244460,-0.253247,0.123149,-0.002977,-0.001104,0.001176,-0.043425,0.041917,-0.106021,-0.520280
1738079382.831469,-0.494710,0.028864,0.000000,0.000000,1.018334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.831638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070902,0.240351,-0.034911,-0.031861,0.123195,-0.000193,-0.001332,0.001098,-0.015864,0.007578,-0.081786,-0.198825
1738079382.840907,-0.494760,0.028845,0.000000,0.000000,1.018362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.841079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070642,0.240522,-0.256507,0.049432,0.123503,0.001423,0.000093,0.002614,-0.008827,-0.031100,-0.069830,-0.096959
1738079382.851669,-0.494803,0.028831,0.000000,0.000000,1.018357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.851845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070728,0.240378,-0.233784,0.069508,0.123340,0.000482,-0.000800,0.000854,-0.008009,-0.040138,-0.064012,-0.062964
1738079382.872049,,,,,,,,,,,,,-3.070938,0.240329,1.867850,1.632024,0.120594,-0.007259,-0.006316,-0.110592,0.039674,-0.000145,-0.020758,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.071005,0.238920,2.000000,2.000000,0.113060,0.024170,-0.058075,-0.193167,0.144337,0.087627,0.078601,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.069105,0.233857,-0.016874,2.000000,0.100378,0.078801,-0.158809,-0.311750,0.255974,0.116515,0.186164,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064540,0.224065,-2.000000,2.000000,0.077482,0.069153,-0.279366,-0.593096,0.362768,0.038285,0.265472,1.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008315,2.273144,30346.000000,93.508072,,,,,,,,,,,,
1738079382.872096,,,,,,,,,,,,,,,,,,,,,,,,,-3.070728,0.240378,-0.233784,0.069508,0.123340,0.000482,-0.000800,0.000854,-0.008009,-0.040138,-0.064012,-0.062964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.057425,0.210958,-2.000000,2.000000,0.037805,-0.028314,-0.363332,-1.000000,0.410970,-0.092262,0.319339,-0.016874,,,,,,,,,,,,,,,,
1738079382.872476,-0.494789,0.028836,0.000000,0.000000,1.018331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.872662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.071093,0.240562,0.208904,-0.135573,0.123220,-0.001857,0.000546,-0.000122,-0.047416,0.021954,-0.094717,-0.280513
1738079382.872963,-0.494739,0.028854,0.000000,0.000000,1.018312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.873136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070965,0.240126,0.055735,-0.005226,0.122925,-0.000528,-0.002234,-0.001856,-0.001219,0.006871,-0.079771,0.080823
1738079382.881627,-0.494716,0.028851,0.000000,0.000000,1.018328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.881827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070815,0.240347,-0.003237,0.031990,0.122909,0.000526,-0.000237,-0.001395,0.002617,-0.000171,-0.073830,0.079588
1738079382.890533,-0.494753,0.028849,0.000000,0.000000,1.018355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.890708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070806,0.240166,0.011471,0.024701,0.122719,0.000427,-0.001253,-0.002119,-0.020625,0.002119,-0.073445,-0.083740
1738079382.901766,-0.494787,0.028844,0.000000,0.000000,1.018359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.902029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070792,0.240090,-0.091630,0.045479,0.122935,0.000381,-0.001331,-0.000183,0.016452,-0.014491,-0.068747,0.163848
1738079382.930490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781728,4.074325,31787.000000,92.131287,,,,,,,,,,,,
1738079382.930537,,,,,,,,,,,,,-3.070867,0.239726,2.000000,1.607994,0.120808,0.002084,-0.018678,-0.085483,0.071110,0.031097,-0.025271,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.930557,,,,,,,,,,,,,,,,,,,,,,,,,-3.070792,0.240090,-0.091630,0.045479,0.122935,0.000381,-0.001331,-0.000183,0.016452,-0.014491,-0.068747,0.163848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738079382.930560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.070294,0.237385,2.000000,2.000000,0.114886,0.043857,-0.084181,-0.153102,0.179147,0.118882,0.076889,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
